Road_Name,Road_Type,County_Name
Makadara Road,residential,Mombasa
Kuze Road,residential,Mombasa
Shauri Road,path,Nairobi
Sagana Street,residential,Mombasa
Kabasiran Close,residential,Nairobi
Makadara Road,residential,Mombasa
Kimende Matathia Gitithia,residential,Kiambu
Bura-A23 Shelemba - Msau-Mgange DWD,tertiary,Taita Taveta
Devon Road,residential,Mombasa
Nyasanda Village Path,path,Siaya
Old Highway,residential,Kiambu
Nyawangwina Road,unclassified,Migori
Nairobi Road,unclassified,Kiambu
Muhuru Winjo Road,tertiary,Migori
Muhuru-Winjo Road,tertiary,Migori
Budokomi Path,unclassified,Busia
Muhuru Winjo Road,tertiary,Migori
Old Highway,residential,Kiambu
Old Highway,unclassified,Kiambu
Acquatic Close,service,Nairobi
Kuja SDA Church- Dede Road,unclassified,Migori
Monies Road,unclassified,Murang'a
Dede Market-Ranen Market Road,tertiary,Migori
Aic Malivani Junction,path,Makueni
Kakamega-Kitale Road,trunk_link,Trans Nzoia
D281,tertiary,Bungoma
Kimende Matathia Gitithia,unclassified,Kiambu
Penta Chania Pump House Road,track,Kiambu
Old Highway,unclassified,Kiambu
Old Highway,unclassified,Kiambu
Dede Market Sangla Primary School Road,unclassified,Migori
Kongoi Road,unclassified,Nakuru
The Dam Redhill Road,residential,Kiambu
Lunga Lunga Road,secondary,Nairobi
Mwatate - Kasigau,tertiary,Taita Taveta
Muranga Kiriaini Roads,tertiary,Murang'a
Simenya Road,tertiary,Siaya
Manyala A 2,residential,Siaya
Manyala A 2,residential,Siaya
Simenya Road,tertiary,Siaya
Kilimani Road,residential,Nairobi
D541,tertiary,Taita Taveta
Footprints of Faith Road,residential,Siaya
Kiamacani-Githiga Road,residential,Kiambu
A23 Power Stn. - Mwatate - Jnc D541,unclassified,Taita Taveta
Shingira Mtaita Lane,residential,Nakuru
Hope Avenue,service,Kajiado
University Avenue,service,Kajiado
Three Angels Drive,service,Kajiado
Middle Track,footway,Nairobi
Vanga Road,residential,Mombasa
Vanga Road,residential,Mombasa
Machakos Street,residential,Mombasa
Kibichiko Road,residential,Kiambu
Medgisuka-Old Kuja Road,tertiary,Migori
Ranen- Dede Road,tertiary,Migori
Githiga-Gatitu Road,residential,Kiambu
wangzee road,residential,Murang'a
Peponi Close,residential,Nairobi
Nyiera Primary School Road,unclassified,Siaya
Kabiyet-Nashaline-Luita-Road,unclassified,Baringo
Uhuru- Kabiyet- Luita Road,unclassified,Baringo
Kamelilo-Kapezekiel Road,unclassified,Baringo
Odm-Kamelilo-Kinyikwet Road,unclassified,Baringo
A23 Mwatunge - D541 Mwandisha,unclassified,Taita Taveta
Mwatunge - C104 Mwatate,unclassified,Taita Taveta
E1904 Mwatunge - Mzwanenyi,unclassified,Taita Taveta
Bura-A23Shelemba - Msau-Mgange DWD,tertiary,Taita Taveta
Bura-A23Shelemba - Msau-Mgange DWD,tertiary,Taita Taveta
Kapsowar Road,tertiary,Elgeyo-Marakwet
road,path,Embu
Myamasare School Road,residential,Siaya
Myamasare School Road,path,Siaya
Rachar C 2,residential,Siaya
Rachar C 2,path,Siaya
Rachar A,path,Siaya
Rachar A,path,Siaya
Rachar C 2,residential,Siaya
Kapkwen - Kapsimotwa Road,tertiary,Bomet
Goitabsilibwet Road,residential,Bomet
Mundindi - Nyamasare Road,unclassified,Siaya
common path,footway,Embu
Shally J Road,residential,Siaya
Boundary Street,residential,Nairobi
Simba Lane,residential,Nairobi
Sylvia Road,path,Siaya
Sylvia Road,residential,Siaya
Mundindi - Nyamasare Road,residential,Siaya
Ugunja - Siaya Road,unclassified,Siaya
Marsabit-Moyale Road,trunk,Marsabit
Footpath Bridge,residential,Migori
uyombo wireless road,unclassified,Kilifi
Camunya Road,unclassified,Siaya
kenya forest service patrol road,unclassified,Kilifi
nyaguda sec road,tertiary,Siaya
D248,tertiary,Siaya
E1156,tertiary,Siaya
Gaciriciri Road,residential,Kiambu
Professor Waithaka Drive,residential,Kiambu
Nduta Drive,residential,Kiambu
Ndungi Lane,residential,Kiambu
Karuri Anglican Church and High School Road,unclassified,Kiambu
Saifee Park,residential,Nairobi
Muungano Road,residential,Machakos
Waterfalls,path,Trans Nzoia
1st Drive,residential,Kajiado
14th Drive,residential,Kajiado
Uthiru Gichagi Road,residential,Nairobi
Track to Kisula Caves,track,Makueni
Kalandini-Wang' Arot Rd.,primary,Kisumu
Siaya,residential,Siaya
Siaya,residential,Siaya
Maktau-Kishushe-Ndii,tertiary,Taita Taveta
Maktau-Kishushe-Ndii,tertiary,Taita Taveta
Maktau-Kishushe-Ndii,tertiary,Taita Taveta
Maktau-Kishushe-Ndii,tertiary,Taita Taveta
Mwatunge - Mwatate,unclassified,Taita Taveta
A23 Rassia - Mahoo Sec. School,unclassified,Taita Taveta
Masare Road,unclassified,Bomet
Rachar 4,residential,Siaya
Rachar 4,path,Siaya
Kisarget Road,residential,Baringo
Mercy-Kefa Roundabout Road,unclassified,Baringo
Junction-Boss Energy Road,residential,Baringo
Swalenguru Road,tertiary,Mombasa
Wajomvu Lane,residential,Mombasa
Hongera Road,residential,Mombasa
Zambezi Avenue,residential,Mombasa
Wakaume Avenue,residential,Mombasa
Ugenya Road,residential,Mombasa
Hongera Road,residential,Mombasa
Hongera Road,residential,Mombasa
Boyi C,residential,Siaya
Boyi B,residential,Siaya
Kapsimbiri Road,tertiary,Bomet
County Office-Mosque Road,residential,Baringo
Rambula Road,unclassified,Siaya
Ka Aura Road,residential,Siaya
Sam's Place Road,unclassified,Migori
Sam's Place Road,unclassified,Kisii
Kapkesosio - Sigor Road,secondary,Bomet
Goitabsilibwet Road,residential,Bomet
Shauri Shabaab Road,residential,Baringo
Acacia Drive,residential,Nairobi
Siger 1,residential,Siaya
mkongani main road,unclassified,Kilifi
Kelvin Houses Path,path,Siaya
Tembea Path,residential,Siaya
Kinda Village Path,residential,Siaya
Saradidi 1,unclassified,Siaya
Saradidi 3,residential,Siaya
Kinda Village Path,path,Siaya
Kinda Village Path,path,Siaya
Rambula Main,unclassified,Siaya
Kinda Village Path,residential,Siaya
Kinda Village Path,residential,Siaya
Rambula 1,residential,Siaya
Rambula 1,residential,Siaya
Kuja SDA Church-Dede Road,unclassified,Migori
Savanna - Ambira Road,unclassified,Siaya
Kungu-Wesu-Ngonda,unclassified,Taita Taveta
Rambo 5,residential,Siaya
D490 Ruiri-Isiolo,tertiary,Meru
Chebole - Makimeny Road,tertiary,Bomet
Kapenguria Road,tertiary,Nairobi
Motwafi Road,residential,Mombasa
Majengo Road,tertiary,Mombasa
Wajir Road,tertiary,Mombasa
Mwangeka Road,residential,Mombasa
Baringo Street,residential,Mombasa
Koinage Road,tertiary,Mombasa
Old Kilindini Road,residential,Mombasa
Kitale-Kapenguria Road,trunk,Trans Nzoia
Kitale-Kapenguria Road,trunk,Trans Nzoia
Bibi Wa Shafi Road,residential,Mombasa
Athi Road,residential,Mombasa
Simu Ya Upepo Road,tertiary,Mombasa
Machakos Street,residential,Mombasa
St Martins Road,residential,Mombasa
Mozambique Road,tertiary,Mombasa
Mozambique Road,tertiary,Mombasa
Mwangeka Road,service,Mombasa
Sharif Abdul-Kadir Road,residential,Mombasa
Gedion Rimba Road,residential,Mombasa
Likoni Road,residential,Mombasa
Liwatoni Road,residential,Mombasa
Dedan Kimathi Avenue,tertiary,Mombasa
Dedan Kimathi Avenue,tertiary,Mombasa
Queens Way,tertiary,Mombasa
Kinda Village Path,path,Siaya
Kinda Village Path,path,Siaya
Siaya,residential,Siaya
Road To Duka Moja,unclassified,Narok
Road To Duka Moja,track,Narok
Boyi F,residential,Siaya
Rachar 4,residential,Siaya
Siaya,residential,Siaya
Road To Duka Moja,track,Narok
Road To Duka Moja,track,Narok
Rachar 5,residential,Siaya
Chepkirib Road,tertiary,Bomet
Taveta - Ngutini,unclassified,Taita Taveta
Nr Taveta – Njoro,unclassified,Taita Taveta
Siaya,unclassified,Siaya
Nr Taveta - Kitobo,unclassified,Taita Taveta
Lushangoni -Saghaichu,unclassified,Taita Taveta
G4-Taita Taveta,unclassified,Taita Taveta
Boyi F,unclassified,Siaya
Boyi B,unclassified,Siaya
Lushangoni -Saghaichu,residential,Taita Taveta
Mgange-Ngerenyi,unclassified,Taita Taveta
Ugunja Olympic Road,residential,Siaya
Josa-Kungu,residential,Taita Taveta
Rambo 1,unclassified,Siaya
Josa-Kungu,unclassified,Taita Taveta
Chief Mwangeka - Ngonda,residential,Taita Taveta
Uhor Village Road,residential,Siaya
Uhor Village Path,residential,Siaya
Kinda Path,residential,Siaya
Kinda Village Path,residential,Siaya
Kinda Village Road,residential,Siaya
Kinda Road,residential,Siaya
Nyasanda High School Road,residential,Siaya
Rachar 4,residential,Siaya
Ugunja - Savannah Road,residential,Siaya
Imbaya road,residential,Siaya
Lushangoni -Saghaichu,unclassified,Taita Taveta
Gospel Road,residential,Siaya
Ugunja Siaya Road,unclassified,Siaya
Siaya,path,Siaya
Siaya,path,Siaya
Siaya,path,Siaya
Siaya,path,Siaya
Wundanyi - Shigaro - Mbengonyi,unclassified,Taita Taveta
Kipricheit Road,unclassified,Bomet
Nyabeda Road,unclassified,Siaya
Lutta Road,path,Siaya
Nyabeda Road,unclassified,Siaya
Suwinga Rd,residential,Siaya
Kolalo Road,path,Siaya
Kapkesosio-Kipsarwet Murram Road,tertiary,Bomet
Chief Mwangeka - Ngonda,unclassified,Taita Taveta
Kapudo Road,residential,Siaya
Kolalo Road,residential,Siaya
Home Ground Road,path,Siaya
Ugunja Primary Road,unclassified,Siaya
Emitiot - Chepkirib Road,tertiary,Bomet
Ugunja Estate Road,residential,Siaya
Mitumbili Road,residential,Nairobi
Rambo 3,unclassified,Siaya
Rambo 4,residential,Siaya
Rambo 3,residential,Siaya
Kiambia-Gathanga Road,residential,Nairobi
Rambula 4,residential,Siaya
Rambo 4,unclassified,Siaya
Rambula 8,residential,Siaya
Rambula Road,unclassified,Siaya
Rambula 7,residential,Siaya
E691 Wesu - Nyale Pri. Sch.- E690 Lushangonyi,unclassified,Taita Taveta
Cheboingong Road,unclassified,Bomet
Cheboingong Road,unclassified,Bomet
Siaya Road,unclassified,Siaya
C104 Mbengonyi - E688 Kungu,unclassified,Taita Taveta
E216,secondary,Nakuru
E216,secondary,Nakuru
Silibwet - Kapsoiyo - Kapsimotwa Road,tertiary,Bomet
Kapsimotwa - Bomet Road,tertiary,Bomet
Josa-Kungu,unclassified,Taita Taveta
Korokough Road,tertiary,West Pokot
Wara-LMD Road,unclassified,Isiolo
Wara-LMD Road,unclassified,Wajir
Kaptolomwo Road,unclassified,West Pokot
Korokough Road,tertiary,West Pokot
Naromoru Mweiga Murram Road,tertiary,Laikipia
Wajir -Griftu Road,tertiary,Wajir
Quarry Road,unclassified,Machakos
Road to Lela Primary School,residential,Migori
Kese-Mwavunja- Mdundonyi,unclassified,Taita Taveta
Mdundonyi - Saghasa - Kase,unclassified,Taita Taveta
Lushangoni -Saghaichu,track,Taita Taveta
Mghaghamu Road,unclassified,Taita Taveta
Siaya,residential,Siaya
Siaya,unclassified,Siaya
Siaya,unclassified,Siaya
Siaya,residential,Siaya
Siaya,residential,Siaya
Griftu - Athibohol Road,tertiary,Wajir
Nderi Kari Exit,unclassified,Kiambu
Uhuru Road,unclassified,Siaya
Kikuyu - Nderi Road,service,Kiambu
D1157,unclassified,Siaya
D1157,unclassified,Siaya
Molak Farms A Road,service,Migori
Lumumba Road,residential,Laikipia
Sagana Road,residential,Nyeri
Road to Lela Primary School,unclassified,Migori
Road to Lela Primary School,residential,Migori
Ambira - Siaya Road,unclassified,Siaya
Road to Alego Rabar,residential,Siaya
Siaya,unclassified,Siaya
Siaya,unclassified,Siaya
Werugha - Mgambonyi - Mwakanju,unclassified,Taita Taveta
E688 Kisenyi Dam - Mashighi-E688 Mgambonyi,unclassified,Taita Taveta
Rambo 5,residential,Siaya
Mariakani Road,residential,Nyeri
Mariakani Road,residential,Laikipia
Mongorion Road,tertiary,West Pokot
Irangi Road,tertiary,Embu
Crater Lane,unclassified,Nakuru
Kiserian Road,tertiary,Baringo
Kiserian Road,tertiary,Baringo
Loita Street,living_street,Nairobi
Crater Lane,unclassified,Nakuru
Sala Road,unclassified,Wajir
Loita Street,living_street,Nairobi
Hiking Trail to Endebess Bluff,path,Trans Nzoia
Kapsowar Road,secondary,Elgeyo-Marakwet
Abrose Adeya Path,unclassified,Siaya
Maghimbinyi-Kitumbi-Mashighi,unclassified,Taita Taveta
Kapkessum Sergiot Road,unclassified,Elgeyo-Marakwet
Kapkessum Sergiot Road,unclassified,Elgeyo-Marakwet
Sergiot Centre,unclassified,Elgeyo-Marakwet
karura Lane,residential,Kiambu
Kamae Road,unclassified,Nairobi
Kimatisio Road,unclassified,Bomet
Kapkwen - Olbutyo Road,tertiary,Bomet
Werugha - Mgambonyi - Mwakanju,unclassified,Taita Taveta
E688 Kisenyi Dam - Mashighi-E688 Mgambonyi,unclassified,Taita Taveta
Werugha - Mgambonyi - Mwakanju,unclassified,Taita Taveta
Tarakwa - Solyot Road,tertiary,Bomet
Kanyagaya B,unclassified,Siaya
Mbaria Kaniu Road,unclassified,Nakuru
Red Hill Drive,residential,Nairobi
Red Soil Road,track,Embu
Upper Tana Circuit,unclassified,Embu
odhanyi c path,unclassified,Siaya
Woodvale Lane,residential,Nairobi
Sunview,residential,Nairobi
Woodvale Grove,tertiary,Nairobi
Mara road,residential,Nairobi
Mara road,residential,Kiambu
Mdundonyi - Saghasa - Kase,unclassified,Taita Taveta
Kubidula-Sarman Road,tertiary,Wajir
Tarbaj-Elben Road,tertiary,Wajir
Kapkwen - Kapsio Road,tertiary,Bomet
Kuresoi-Chepsir Road,tertiary,Nakuru
Kuresoi-Chepsir Road,tertiary,Kericho
El Yunis-Dela Road,unclassified,Wajir
Balatull Amin-El Yunis Road,unclassified,Wajir
Twiga Tullow Road,tertiary,Turkana
E1370,tertiary,Nandi
E1370,tertiary,Uasin Gishu
Mokomoni Chepilat Road,tertiary,Nyamira
Qarsa Sare-Gurar Road,unclassified,Wajir
Balatul Amin-Qarsa Sare,unclassified,Wajir
Edenville Court A,residential,Kiambu
Edenville Kiambu Court B,residential,Kiambu
Edenville Court G B Road,residential,Kiambu
Edenville Court H (A),residential,Kiambu
Edenville Court H B,residential,Kiambu
Edenville Kiambu Court C,residential,Kiambu
Edenville Kiambu Court C D,residential,Kiambu
Edenville Kiambu Court D,residential,Kiambu
Edenville Kiambu Court E A,residential,Kiambu
Edenville Kiambu Court K(b),residential,Kiambu
Edenville Kiambu Court K(a),residential,Kiambu
Edenville Kiambu Court L B,residential,Kiambu
Edenville Kiambu Court L(a),residential,Kiambu
Edenville Kiambu Court M B,residential,Kiambu
Edenville Kiambu Court M A,residential,Kiambu
Edenville Kiambu Court PO (B),residential,Kiambu
Edenville Kiambu Court PO,residential,Kiambu
Edenville Kiambu Court N A,residential,Kiambu
Edenville Kiambu Court N B,residential,Kiambu
Edenville Kiambu Court J B,residential,Kiambu
Edenville Kiambu Court E B,residential,Kiambu
Edenville Kiambu Court E A,residential,Kiambu
Edenville Kiambu Court I,residential,Kiambu
Edenville Kiambu Court I,residential,Kiambu
Edenville Kiambu Court N A,residential,Kiambu
Kongoi Road,unclassified,Nakuru
Danaba-Qudama Road,tertiary,Wajir
Edenville Kiambu Court PO,residential,Kiambu
Edenville Kiambu Court PO (B),residential,Kiambu
Edenville Kiambu Court M B,residential,Kiambu
Edenville Kiambu Court M A,residential,Kiambu
Edenville Kiambu Court D,residential,Kiambu
Edenville Kiambu Court D,residential,Kiambu
Sit-Kanyumba Road,residential,Siaya
Tarakwa - Solyot Road,unclassified,Bomet
St. George's Road,residential,Laikipia
Kapsimotwo-Kabiyet- Loita Road,unclassified,Baringo
Kaplelechwa Main Road,unclassified,Baringo
Asbury Road,path,Migori
Feeder Road,residential,Meru
Cereal Road,unclassified,Baringo
Benonin-Kaplelechwa-Kapius Road,residential,Baringo
Benonin-Kaplelechwa Road,unclassified,Baringo
Kaplelechwa Road,unclassified,Baringo
Sit-Kanyumba Road,unclassified,Siaya
Simba Road,residential,Laikipia
Kaplelechwa Main Road,residential,Baringo
Kiplelji-Kapmusa Road,tertiary,Bomet
Kiplelji-Kapmusa Road,tertiary,Bomet
Old Tarmack Road,residential,Meru
Kaplele Road,unclassified,Bomet
Siaya,path,Siaya
Kerio View Road,unclassified,Elgeyo-Marakwet
Rukanga-Bungule Maknon Road,tertiary,Taita Taveta
Pemwai Orokwo Timowo Road,unclassified,Baringo
Unmaintained Track Road,track,Narok
Manga Road,residential,Nairobi
Annex Ndani,unclassified,Uasin Gishu
Quarry Road,unclassified,Bomet
Road to R. Nzoia,unclassified,Siaya
Ulawe Road,residential,Siaya
Machakos-Kagundo Road,secondary,Machakos
Machakos-Kagundo Road,secondary,Machakos
Machakos-Kagundo Road,secondary,Machakos
Church Road,residential,Machakos
Kiia Rock Road,unclassified,Kitui
Mombasa Road,trunk,Nairobi
Sirisia Main,unclassified,Siaya
Silibwet - Kapsoiyo - Kapsimotwa Road,tertiary,Bomet
Murang'a Road,trunk,Nairobi
Biejing Road,residential,Machakos
Katani Road,residential,Machakos
Ngecha-Kabuku Road,residential,Kiambu
Riverside Drive,tertiary,Nairobi
Arboretum Drive,unclassified,Nairobi
Kapkimolwa - Mulot Road,secondary,Narok
Likoni Road,tertiary,Nairobi
Utawala Githunguri Road,tertiary,Nairobi
Utawala Githunguri Road,tertiary,Machakos
Mbaru Road,tertiary,West Pokot
Lopot Road,tertiary,West Pokot
Kenya Road,trunk,Busia
Kalemunyang-Naipa Road,tertiary,Turkana
Kapenguria-Lodwar Road,trunk,Turkana
Turkwel Gorge Dam Road,tertiary,West Pokot
Sina Springs Road,track,Narok
Mimosa Road,residential,Nairobi
Road,track,Migori
Mercy Hospital-Kapdeining Road,residential,Baringo
Lifunga 4,residential,Siaya
Isongo-Khwakanyo Road,unclassified,Busia
Sawmill-Tilatil-Odm Road,residential,Baringo
Mumias-Bungoma Road,tertiary,Kakamega
Tanzania Road,service,Nakuru
Sawmil-Dc Road,unclassified,Baringo
Road To Duka Moja,track,Narok
Maktau-Mwanda-Mgange,unclassified,Taita Taveta
Camino Peatonal,path,Tharaka-Nithi
Sendero,path,Tharaka-Nithi
Sendero,path,Tharaka-Nithi
Kima-Emusutswi Road,tertiary,Vihiga
Kima-Emusutswi Road,tertiary,Vihiga
Muranga Kiriaini Roads,tertiary,Murang'a
Muranga Kiriaini Roads,tertiary,Murang'a
Odendo Main Road,unclassified,Siaya
R7A Kaudha 2,unclassified,Siaya
Odendo Main Road,unclassified,Siaya
Sawmill-Tilatil-Odm Road,unclassified,Baringo
kaudha 1,residential,Siaya
track to lake kamnarok,unclassified,Baringo
muchukwo-kiptaiwa road,tertiary,Baringo
Nyajuok C,unclassified,Siaya
Nyajuok 10,residential,Siaya
Nyajuok 9,residential,Siaya
Odm-Kamelilo-Kinyikwet Road,unclassified,Baringo
Nyajuok 8,residential,Siaya
Nubian Road,unclassified,Baringo
Nyajuok 3,residential,Siaya
Voi Loop,secondary,Taita Taveta
Flame Tree Av,unclassified,Kilifi
Muranga Kiriaini Roads,tertiary,Murang'a
Kirigu Primary School Road,residential,Nyeri
Canary Road,tertiary,Machakos
Suguta Road,residential,Nairobi
Cheplogoi-Chesongo Road,path,Baringo
wagwer 1,unclassified,Siaya
Nyajuok 1,unclassified,Siaya
R9,residential,Nakuru
E688 Kisenyi Dam - Mashighi-E688 Mgambonyi,unclassified,Taita Taveta
Baobob Road,unclassified,Kilifi
12 km run,residential,Kilifi
South West Boundary Road,service,Kilifi
South Boundary Road,service,Kilifi
kwa kambila road,path,Kilifi
Kitobo-Mrambani-Eldoro,unclassified,Taita Taveta
Kapyemit Road,unclassified,Baringo
Kapyemit Road,path,Baringo
Old Nairobi-Nakuru Road,unclassified,Nakuru
wagwer road,unclassified,Siaya
Nyange Street,residential,Bungoma
Kiia Rock Road,unclassified,Kitui
Nyajuok 11,residential,Siaya
Nyajuok A,unclassified,Siaya
Nyajuok 2,unclassified,Siaya
R15,unclassified,Siaya
Nyajuok D,unclassified,Siaya
Webuye Road,tertiary,Bungoma
Manywanda A,unclassified,Siaya
Gongo 2,residential,Siaya
Cheplogoi-Chesongo Road,unclassified,Baringo
Cheplogoi-Chesongo Road,path,Baringo
Nyajuok 7,unclassified,Siaya
Silibwet - Kapsoiyo - Kapsimotwa Road,unclassified,Bomet
Cheplogoi-Chesongo Road,path,Baringo
Cheplogoi-Chesongo Road,unclassified,Baringo
lihanda 3,unclassified,Siaya
Harambee Road,residential,Garissa
Katumbi-Katilinge Road,tertiary,Kitui
Meru-Maua Road,secondary,Meru
Kwa Kamuru-Kaningo Road,tertiary,Kitui
Kingitini-Mutw'anyingi Road,tertiary,Kitui
Kwa Kamuru-Kaningo Road,tertiary,Kitui
Musavani -Kamali Road,tertiary,Kitui
Garissa-Daadab Road,trunk,Tana River
Garissa-Daadab Road,trunk,Tana River
Garissa-Daadab Road,trunk,Tana River
Kathita Bridge,tertiary,Tharaka-Nithi
Kathita Bridge,tertiary,Tharaka-Nithi
Tseikuru -Mwingi Road,secondary,Kitui
Mughuusi-Masyungwa Road,unclassified,Kitui
226,unclassified,Kitui
Wote-Makindu Road,trunk_link,Makueni
Lifunga 7,residential,Siaya
Silanga Road,residential,Nairobi
Pala Close,residential,Nairobi
Pofu Road,residential,Nairobi
Masai Villa,residential,Nairobi
Mazingira Close,residential,Nairobi
Munderendu Road,residential,Nairobi
Moran Lane,residential,Nairobi
Mutamaiyu Road,residential,Nairobi
Kikenni Drive,residential,Nairobi
Wakaba Drive,residential,Kajiado
3rd lane,residential,Kajiado
School Road,residential,Kiambu
Nairobi-Nakuru Road,trunk,Nairobi
Nairobi-Nakuru Road,trunk,Kiambu
Waiyaki Crescent,residential,Kiambu
Kiuru Mugi Link Road,footway,Nairobi
Kai Close,track,Nairobi
Willie Rugwe Road,residential,Nairobi
6th Kiuru Crescent,residential,Nairobi
Nairobi-Namanga-Athi River Road,service,Machakos
Namanga Road,trunk,Kajiado
